ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
WNAI142,Devices used to direct or restrict land mammal movement,,WNAI,"Technology,Material culture,Subsistence,Ecology: terrestrial mammals",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Devices to restrict land mammal movement,
WNAI143,Pitfalls for snaring land mammals,,WNAI,"Technology,Material culture,Subsistence,Ecology: terrestrial mammals",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pitfalls for land mammals,
WNAI144,Deadfalls for snaring land mammals,,WNAI,"Technology,Material culture,Subsistence,Ecology: terrestrial mammals",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Deadfalls for land mammals,
WNAI145,Fish nets and seines,,WNAI,"Technology,Material culture,Subsistence,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish nets and seines,
WNAI146,Fish weirs and traps,,WNAI,"Technology,Material culture,Subsistence,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish weirs and traps,
WNAI147,Fish spears,,WNAI,"Technology,Material culture,Subsistence,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish spears (leister),
WNAI148,Fish harpoons,,WNAI,"Technology,Material culture,Subsistence,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish harpoons,
WNAI149,Containers for gathering seeds,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Containers for gathering seeds,
WNAI150,Kinds of digging sticks,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Kinds of digging sticks,
WNAI151,"Poles, tongs, cutters for gathering wild plants",,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Poles, tongs, and cutters",
WNAI152,Maize cultivated at time of first contact with Europeans,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Maize cultivated at time of first contact,
WNAI153,Irrigation of cultivated plants,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Irrigation of cultivated plants,
WNAI154,Sticklike farming tools,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sticklike farming tools,
WNAI155,Method of boiling food,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Method of boiling food,
WNAI156,Acorn preparation,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Acorn preparation,
WNAI157,Stone food mortars,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Stone food mortars,
WNAI158,Wooden food mortars,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wooden food mortars,
WNAI159,Milling stones,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Milling stones,
WNAI160,Method of drying meat,,WNAI,"Technology,Material culture,Subsistence",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Method of drying meat,
WNAI161,Seed-parching instruments,,WNAI,"Technology,Material culture,Subsistence,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Seed-parching implements,
WNAI162,Salt (sodium chloride) added to food,,WNAI,"Technology,Material culture,Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Salt added to food,
WNAI163,Dominant boat types: those most frequent or preferred,,WNAI,"Technology,Material culture,Subsistence,Ecology: fish,Ecology: aquatic animals",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant boat types: most numerous/preferred,
WNAI164,Dominant house type: the type preferred for winter dwelling,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant house type: preferred for winter,
WNAI165,Conical or subconical dwellings,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Conical and subconical dwellings,
WNAI166,House-covering made of hide and thatch,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House-covering made of hide and thatch,
WNAI167,House-covering made of bark or mats,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House-covering made of bark or mats,
WNAI168,House-covering or exterior made of stone or earth materials,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House-covering or exterior of stone/earth,
WNAI169,House floor-level and entrance,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",House floor-level and entrance,
WNAI170,Headgear of woven plant materials,,WNAI,"Technology,Material culture,Settlement",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Headgear of woven plant materials,
WNAI171,Headgear made of hide or fur,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Headgear made of hide or fur,
WNAI172,Robes or capes made of fur,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Robes/capes made of fur,
WNAI173,Robes or capes made of buckskin or of strips of small furs fastened together but not sewn together,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Robes/capes of buckskin or strips of fur,
WNAI174,"Robes or capes made of wool, hair or feathers",,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Robes/capes of wool, hair or feathers",
WNAI175,Robes or capes made of plant materials,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Robes/capes of plant materials,
WNAI176,Shirts and Dresses,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Shirts and dresses,
WNAI177,Breechclout,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Breechclout,
WNAI178,Skirt or kilt made of animal materials,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Skirt/kilt made of animal materials,
WNAI179,Skirt or kilt made of plant materials,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Skirt/kilt made of plant materials,
WNAI180,Material used for apron,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Material used for apron,
WNAI181,Position of apron,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Position of apron,
WNAI182,Moccasins,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Moccasins,
WNAI183,Sandals,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sandals,
WNAI184,Mittens and Muffs,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mittens and Muffs,
WNAI185,Basketry weaves,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Basketry weaves,
WNAI186,Weaving devices,,WNAI,"Technology,Material culture,Clothing",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Weaving devices,
WNAI187,Agricultural and horticultural production,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agricultural/horticultural production,"NOTE:  Case 137 had a score of  0. This was changed to missing data [World Cultures 10(2), fall 1999]"
WNAI188,Agricultural products and incipient horticulture done not for food,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Horticulture, not for food",
WNAI189,Agricultural products grown for food,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agricultural products grown for food,
WNAI190,Agricultural products grown for beverages,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agricultural for beverages,
WNAI191,External sources of agricultural products for food,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of agriculture for food,
WNAI192,External sources of agricultural products for beverages,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of agriculture for beverages,
WNAI193,Probable percentage of diet contributed by agricultural foodstuffs acquired locally,,WNAI,"Subsistence,Economy",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from local agriculture,
WNAI194,Probable percentage of diet contributed by agricultural foodstuffs acquired extralocally,,WNAI,"Subsistence,Economy",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from ext. agriculture sources,
WNAI195,External sources of agricultural products used as nonfood or for beverages,,WNAI,"Subsistence,Economy",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of agriculture not for food,
WNAI196,Animal husbandry--before contact with Europeans,,WNAI,"Subsistence,Economy",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Animal husbandry before contact,
WNAI197,"Local ""fishing""--procurement of all types of aquatic animals (shellfish, aquatic mammals, and fish)",,WNAI,"Subsistence,Economy,Ecology: aquatic mammals,Ecology: fish",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Local aquatic animal extraction,
WNAI198,Predominant aquatic animal extracted,,WNAI,"Subsistence,Economy,Ecology: aquatic mammals,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant aquatic animal extracted,
WNAI199,Percentage of diet contributed by aquatic animals,,WNAI,"Subsistence,Economy,Ecology: aquatic mammals,Ecology: fish",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from aquatic animals,
WNAI200,External sources of aquatic animals,,WNAI,"Subsistence,Economy,Ecology: aquatic mammals,Ecology: fish",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",External sources of aquatic animals,
WNAI201,Percentage of diet contributed by external aquatic animals,,WNAI,"Subsistence,Economy,Ecology: aquatic mammals,Ecology: fish",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from ext. aquatic animals,
WNAI202,"Local hunting--procurement of all types of game (fowl, large mammals, etc.)",,WNAI,"Subsistence,Economy,Ecology: terrestrial mammals,Ecology: birds",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Local hunting,
WNAI203,Predominant types of animals for which groups hunt,,WNAI,"Subsistence,Economy,Ecology: terrestrial mammals,Ecology: birds",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant animals hunted,
WNAI204,"Probable percentage of diet contributed by procuring (hunting) large game, small animals, and fowl locally",,WNAI,"Subsistence,Economy,Ecology: terrestrial mammals,Ecology: birds",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from hunting,
WNAI205,"External sources of game, small animals, or fowl",,WNAI,"Subsistence,Economy,Ecology: terrestrial mammals,Ecology: birds",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of game,"NOTE: Society 111 had a score of 99. This was changed to missing data. [World Cultures 10(2), fall 1999]"
WNAI206,"Probable percentage of diet contributed by large game, small animals, and fowl locally",,WNAI,"Subsistence,Economy,Ecology: terrestrial mammals,Ecology: birds",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet ext. game,
WNAI207,"Local gathering--all food sources (nuts, seeds, berries, and roots)",,WNAI,"Subsistence,Economy,Ecology: vegetation",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Local gathering,
WNAI208,Predominant types of foods gathered,,WNAI,"Subsistence,Economy,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant plants gathered,
WNAI209,"External sources of roots, nuts, seeds, berries, fruit, tubers, or leaves, etc",,WNAI,"Subsistence,Economy,Ecology: vegetation",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",External sources of wild plants,
WNAI210,"Probable percentage of diet contributed by roots, seeds, berries, nuts. leaves, tubers, etc. procured extralocally",,WNAI,"Subsistence,Economy,Ecology: vegetation",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from ext. plants,
WNAI211,"Probable percentage of diet contributed by roots, seeds, berries, nuts. leaves, tubers, etc. procured locally",,WNAI,"Subsistence,Economy,Ecology: vegetation",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet from local plants,
WNAI212,Dominant land-transportation of food or other goods,,WNAI,"Subsistence,Economy,Technology,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant land transport food/goods,
WNAI213,Dominant water-transportation of food or other goods,,WNAI,"Subsistence,Economy,Technology,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant water-transport food/goods,
WNAI214,General availability of local subsistence resources,,WNAI,"Subsistence,Economy,Ecology: overview",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Availability of local subsist resources,
WNAI215,Major storage place for food: the place most preferred or frequently used,,WNAI,"Subsistence,Economy,Technology,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Major storage place for food,
WNAI216,Maximum length of time food is stored,,WNAI,"Subsistence,Economy,Technology,Material culture",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Maximum length of time food is stored,
WNAI217,"Weaving of nets, baskets, or mats",,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Weaving of nets, baskets, or mats",
WNAI218,"Specialized weaving of nets, baskets, or mats",,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specialists weave nets/baskets/mats,
WNAI219,"Production task-groups for weaving of nets, baskets, or mats","Task-groups are defined as units of coworkers who regularly--i.e., daily, seasonally, or annually?Çöcoalesce to accomplish some task(s) jointly. Each member need not provide the same resources, or skills, or labor to accomplish the task. Membership is rather stable over a period of a few years",WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups weave nets/baskets/mats,
WNAI220,Weaving of cotton/wool/hair into garments,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Weave cotton/wool/hair into garments,
WNAI221,"Specialized weaving of cotton, wool, or hair into garments",,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Specials weave cot/wool/hair garments,
WNAI222,Task-groups weave cotton/wool/hair into garments,,WNAI,"Labor,Economy,Material culture",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups weave cot/w/hair garments,
