ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
SCCS1773,Prestige of Warriors,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Categorical,,lang1998conan,,,dplace-dataset-sccs
SCCS1774,Revenge Related Norms,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Ordinal,,lang1998conan,,,dplace-dataset-sccs
SCCS1775,Reglementation of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Categorical,,lang1998conan,,,dplace-dataset-sccs
SCCS1776,Frequency of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Ordinal,,lang1998conan,,,dplace-dataset-sccs
SCCS1777,Intensity of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Ordinal,,lang1998conan,,,dplace-dataset-sccs
SCCS1778,Frequency of Interethnic Violence/Attacking,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Categorical,,lang1998conan,,,dplace-dataset-sccs
SCCS1779,Weapons Used in Warfare,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Categorical,,lang1998conan,,,dplace-dataset-sccs
SCCS1780,Defensive (Protective) Weapons Used in Warfare,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",,"Kinship, Politics, Subsistence",Categorical,,lang1998conan,,,dplace-dataset-sccs
SCCS1781,Gossip on Adultery,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1782,Gossip on Boasting,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1783,Gossip on Bride Price,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1784,Gossip on Cattle/Livestock,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1785,Gossip on Dowry Payments,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1786,Gossip on Drinking,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1787,Gossip on Family,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1788,Gossip on Farming,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1789,Gossip on Government/Colonial Affairs,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1790,Gossip on Hunting,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1791,Gossip on Inheritance,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1792,Gossip on Laziness,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1793,Gossip on Men,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1794,Gossip on Murder/Assault,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1795,Gossip on Neighbors,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1796,Gossip on Politics,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1797,Gossip on Scandal,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1798,Gossip on Sex/Sexual Joking,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1799,Gossip on Social Control,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1800,Gossip on Socializing/News,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1801,Gossip on Wife Beating,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1802,Gossip on Women,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1803,Gossip on Marriage,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1804,Gossip on Religion,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Categorical,,divale1999codes,,,dplace-dataset-sccs
SCCS1805,Importance of Gossip,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_1,"Fact_1 News & General Gossip Scale (sum of Men, Neighbors, Socializing & News, And Women Gossip)","Gossip Factor Scales (See Divale and Seda paper with Gossip Codes for rationale). Factor analysis of Gossip variables produced eight factors with gossip variables that had loadings of .50 or higher. Scales were then produced by summing those variables with loadings of .5 or higher on the factor. Thus 1805.1 is a News & General Gossip Scale, which is the sum of the following gossip topics: Gossip about Men, Neighbors, Socializing and News, and Women). [Etc. for Factors 2-8].

Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_2,"Fact_2 Political Gossip Scale (sum of Family, Govt., Political Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_3,"Fact_3 Machismo Gossip Scale (sum of Boasting, Hunting, Laziness, Wife Beating Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_4,Fact_4 Sex & Scandals Scale (sum of Adultery And Scandal Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_5,"Fact_5 Drinking & Murder Scale (sum of Drinking, Murder And Assault Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_6,Fact_6 Marriage Payments Gossip Scale (sum of Bride Price And Dowry Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_7,Fact_7 Farming & Religion Gossip Scale (sum of Farming And Religious Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1805_8,Fact_8 Cattle & Marriage Gossip Scale (sum of Cattle And Marriage Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",,"Gossip, Kinship, Politics",Ordinal,,divale1999codes,,,dplace-dataset-sccs
SCCS1806,Trade: 1.1. Changes in Trade and Trade Goods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1807,Trade: 1.2. Introduction of Wage Labour and Immigrant Workers,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1808,Trade: 1.3. Introduction of Monetary System Such as Money,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1809,Technology: 2.1. Introduction of Foreign Goods Such as Weapons,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1810,Technology: 2.2. Minor Technological Developments,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1811,Technology: 2.3. Major Technological Changes,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1812,"Agriculture: 3.1. Agricultural Improvements, Improvement in Farming Mehods, Fertilization, Irrigation, Food Preservation","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1813,Agriculture: 3.2 Changes in Agriculture and Crops,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1814,Agriculture: 3.3. Introduction of New Livestock,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1815,"Transportation: 4.1. Mechanical Transport (Automobiles, Railroads, Buses)","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1816,Transportation: 4.2. Changes and Introduction of Water Transport,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1817,Transportation: 4.3. Introduction of Roads and Highways,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1818,"Government, Political and Legal System: 5.1 New Positions Such as Government Officials","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1819,"Government, Political and Legal System: 5.2 Changes or Implementation of Foreign Judicial System","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1820,"Government, Political and Legal System: 5.3 Political Changes, Uprising, Cargo Cults","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1821,"Government, Political and Legal System: 5.4 Large Scale Projects Introduced by outside Agencies","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1822,Family/Social Organization: 6.1 Changes in Family Structure,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1823,"Family/Social Organization: 6.2 Changes in Marriage Rituals, Weddings","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1824,"Family/Social Organization: 6.3 Changes in Choice of Spouse, Mixed-marriages, Etc","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1825,Family/Social Organization: 6.4 Changes in Female Role or Status,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1826,"Body Toilet, Adornment and Dress: 7.1 Changes in Body Toilets Such as Piercing, Jewelry","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1827,"Body Toilet, Adornment and Dress: 7.2 Changes in Dress Customs","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1828,"Behavior: 8.1 Introduction of Drugs Such as Tobacco, Alcohol","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1829,Behavior: 8.2 Changes in Food Processing Such as Cooking Methods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1830,Information and Education: 9.1. Changes in Communication and the Arts,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1831,Information and Education: 9.2 Changes in Education,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1832,"Information and Education: 9.3 Introduction of Contact Languages, Foreign Words, Vocabulary Distortion, Pidgin Languages","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1833,"Health: 10.1 Introduction of Foreign Medical Practices, Hospitals","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1834,Health: 10.2 Introduction of Foreign Diseases,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1835,Health: 10.3 Changes in Sanitation Methods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1836,Religion: 11.1 Changes in Native Religion,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1837,Religion: 11.2 Introduction of Foreign Religion,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1838,Religion: 11.3 Changes in Burial Practices or Other Rituals,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",,"Economy, Modernization",Ordinal,,divale2000cross,,,dplace-dataset-sccs
SCCS1850,Secondary Bone/Body Treatment: Original Scale,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Categorical,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1851,Disarticulation: Original Scale,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Categorical,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1852,Secondary Bone/Body Treatment: Scale Two,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1853,Disarticulation: Scale Two,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1854,Secondary Bone/Body Treatment: Scale Three,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1855,Disarticulation: Scale Three,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1856,Secondary Bone/Body Treatment: Scale Four,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1857,Disarticulation: Scale Four,"Schroeder, S. (2001). Secondary disposal of the dead: cross-cultural codes. World Cultures, 12(1), 77-93.",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,schroeder2001secondary,,,dplace-dataset-sccs
SCCS1862,Highest Number Counted,"Divale, W. (1999). Climatic instability, food storage, and the development of numerical counting: A cross-cultural study. Cross-cultural research, 33(4), 341-368.",,"Economy, Subsistence",Ordinal,,divale1999climatic,,,dplace-dataset-sccs
SCCS1863,Confidence in Making Counting Rating,"Divale, W. (1999). Climatic instability, food storage, and the development of numerical counting: A cross-cultural study. Cross-cultural research, 33(4), 341-368.",,"Economy, Subsistence",Ordinal,,divale1999climatic,,,dplace-dataset-sccs
SCCS1864,Concordance: Number of Societies within 100 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1865,Concordance: Number of Societies within 150 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1866,Concordance: Number of Societies within 200 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1867,Concordance: Number of Societies within 250 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1868,Concordance: Number of Societies within 300 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1869,Concordance: Number of Societies within 350 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1870,Concordance: Number of Societies within 400 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1871,Concordance: Number of Societies within 450 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1872,Concordance: Number of Societies within 500 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1874,Atlas: Number of Societies within 100 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1875,Atlas: Number of Societies within 150 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1876,Atlas: Number of Societies within 200 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1877,Atlas: Number of Societies within 250 Mile Radius,"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1878,Atlas: Number of Societies within 300 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1880,Atlas: Number of Societies within 350 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1882,Atlas: Number of Societies within 400 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1884,Atlas: Number of Societies within 450 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1886,Atlas: Number of Societies within 500 Mile Radius (100 Value),"Cashdan, E. (2001). Ethnic diversity and its environmental determinants: Effects of climate, pathogens, and habitat diversity. American Anthropologist, 103(4), 968-991.","{""datatype"": ""decimal""}","Ecology, Politics",Continuous,number (integer),cashdan2001ethnic,,,dplace-dataset-sccs
SCCS1918,Crying Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1919,Crying Duration,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
SCCS1920,Male Crying: Frequency,"Rosenblatt, P. C., Walsh, R. P., & Jackson, D. A. (2011). Grief and mourning codes. World Cultures eJournal, 18(2).",,"Death, Life cycle, Mourning, Religion, Ritual",Ordinal,,rosenblatt2011codes,,,dplace-dataset-sccs
